"Year","Geography","Geography.Type","Geography.Note","Data.Type","Total.Violent.Criminal.Code.Violations","Homicide","Murder..First.degree","Murder..Second.degree","Manslaughter","Total.other.violations.causing.death","Attempted.Murder","Sexual.Assault..Level.3..Aggravated","Sexual.Assault..Level.2..with.a.Weapon.or.Bodily.Harm","Sexual.Assault..Level.1","Total.Sexual.Violations.Against.Children","Luring.a.child.via.a.computer","Assault..Level.3..Aggravated","Assault..Level.2..with.Weapon.or.Causing.Bodily.Harm","Assault..Level.1","Assault.Peace.Officer","Total.Other.Assaults","Total.Firearms..use.of...discharge..pointing","Total.Robbery","Total.forcible.confinement.or.kidnapping","Total.Abduction","Extortion","Criminal.Harassment","Uttering.Threats","Threatening.or.Harassing.Phone.Calls","Total.Other.Violent.Violations","Total.Property.Crime.Violations","Total.Breaking.And.Entering","Possession.of.Stolen.Property","Total.Theft.of.Motor.Vehicle","Theft.of.Motor.Vehicle.Over..5.000","Theft.of.Motor.Vehicle..5.000.or.Under","Total.Theft.Over..5.000","Theft.Over..5.000..non.motor.vehicle.","Theft.Over..5.000.from.a.motor.vehicle","Shoplifting.Over..5.000","Total.Theft.Under..5.000","Theft..5.000.or.under..non.motor.vehicle.","Theft..5.000.or.under.from.a.motor.vehicle","Shoplifting..5.000.or.Under","Fraud","Identity.Theft","Identity.Fraud","Total.Mischief","Arson","Total.Other.Criminal.Code.Violations","Counterfeiting","Total.weapons.violations","Possession.of.weapons","Firearms.documentation.or.administration","Child.pornography","Total.prostitution","Disturb.the.peace","Total.administration.of.justice.violations","Fail.to.comply.with.order","Prisoner.unlawfully.at.large","Fail.to.appear","Breach.of.probation","Other.violations.against.the.administration.of.law.and.justice","Total.other.violations","Indecent.acts","Obstruct.public.or.peace.officer","Trespass.at.night","Utter.threats.to.property.or.animal","Firearms.and.other.offensive.weapons","Proceeds.of.crime","Total.Criminal.Code.Traffic.Violations","Total.Impaired.Driving","Impaired.Operation..Causing.Death","Impaired.Operation..Causing.Bodily.Harm","Impaired.Operation.of.Motor.Vehicle..Vessel.or.Aircraft","Impaired.Operation..Drugs..Vehicle..Vessel.or.Aircraft","Impaired.Operation..Failure.to.Provide.Beath.Sample","Failure.to.Comply.or.Refusal..Drugs.","Impaired.Operation..Failure.to.Provide.Blood.Sample","Failure.to.Provide.Blood.Sample..Drugs.","Total.Other.Criminal.Code.Traffic.Violations","Dangerous.Operation..Causing.Death","Dangerous.Operation..Causing.Bodily.Harm","Dangerous.Operation.of.Motor.Vehicle..Vessel.or.Aircraft","Dangerous.Operation.Evading.Police..Causing.Death","Dangerous.Operation.Evading.Police..Causing.Bodily.Harm","Dangerous.Operation.of.Motor.Vehicle.Evading.Police","Failure.to.Stop.or.Remain","Driving.While.Prohibited","Other.Criminal.Code.Traffic.Violations","Causing.Bodily.Harm.by.Criminal.Negligence.While.Street.Racing","Dangerous.Operation.Causing.Death.While.Street.Racing","Dangerous.Operation.Causing.Bodily.Harm.While.Street.Racing","Dangerous.Operation.of.Motor.Vehicle.While.Street.Racing","Total.Federal.Statute.Violations","Posession..Cannabis","Possession..Cocaine","Total..Possession..Other.Controlled.Drugs.and.Substances.Act.Drugs","Total.Cannabis..Trafficking..Production.or.Distribution","Total.Cocaine..Trafficking..Production.or.Distribution","Total.Other.Controlled.Drugs.and.Substances.Act.Drugs..Trafficking..Production.or.Distribution","Youth.Criminal.Justice.Act","Total.Other.Federal.Statutes","Bankruptcy.Act","Income.Tax.Act","Canada.Shipping.Act","Canada.Health.Act","Customs.Act","Competition.Act","Excise.Act","Immigration...Refugee.Protection.Act","Firearms.Act","National.Defense.Act","Other.Federal.Statutes"
"2007","Corner Brook, R.N.C.","Police Region","The Corner Brook RNC region includes the municipality of Corner Brook only.","total_cleared","108","1","0","1","0","0","0","0","0","5","0","0","0","19","54","1","0","0","0","0","0","0","1","25","2","0","205","19","7","4","0","5","1","1","0","0","120","27","5","88","33","0","0","21","0","112","0","1","1","0","1","0","3","100","65","3","10","17","4","7","1","3","0","0","0","3","41","38","0","0","37","0","1","0","0","0","3","0","0","0","0","0","0","0","3","0","0","0","0","0","83","33","0","0","14","0","0","36","0","0","0","0","0","0","0","0","0","0","0","0"
"2007","Northeast Avalon R.N.C","Police Region","","total_cleared","1059","0","0","0","0","0","0","0","0","28","0","0","7","156","514","27","0","0","60","12","0","2","21","229","2","1","1441","164","51","34","0","14","2","2","0","0","745","119","14","612","226","0","0","205","14","591","3","29","27","0","0","0","17","478","288","9","20","63","96","64","6","9","2","0","0","34","315","267","0","4","244","0","18","0","1","0","48","0","0","7","0","0","9","5","27","0","0","0","0","0","128","19","6","4","23","17","5","36","18","0","0","0","0","0","0","16","1","0","0","1"
"2007","Labrador District, RCMP","Police Region","","total_cleared","1090","0","0","0","0","0","0","0","2","52","0","0","4","112","712","27","1","1","4","5","0","0","7","122","36","5","2682","135","24","20","0","3","3","3","0","0","124","117","3","4","22","0","0","2353","1","847","0","7","6","0","0","0","536","278","187","5","1","69","12","26","0","5","2","0","1","0","113","87","0","0","85","0","2","0","0","0","26","0","0","10","0","0","4","3","9","0","0","0","0","0","112","23","1","0","7","3","1","66","11","0","0","0","0","0","0","1","0","1","0","9"
"2007","Northern Peninsula District, RCMP","Police Region","","total_cleared","91","0","0","0","0","0","0","0","0","7","0","0","0","4","51","2","0","0","0","2","1","0","0","23","1","0","42","8","1","3","0","0","0","0","0","0","11","5","0","6","2","0","0","17","0","41","0","2","0","0","1","0","14","15","11","0","0","2","2","9","1","3","0","0","0","0","36","30","1","0","26","0","2","0","1","0","6","0","0","3","0","0","0","0","3","0","0","0","0","0","14","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2007","Deer Lake District, RCMP","Police Region","","total_cleared","257","0","0","0","0","0","0","0","0","19","0","0","1","18","126","3","1","0","0","0","1","0","8","64","14","2","213","41","7","8","0","0","2","2","0","0","39","39","0","0","7","0","0","109","0","95","0","5","4","0","1","0","29","55","40","0","0","11","4","5","1","1","0","0","1","0","46","39","0","0","38","0","1","0","0","0","7","0","1","3","0","0","0","1","2","0","0","0","0","0","44","18","2","1","8","1","0","3","11","0","0","0","0","0","0","2","0","1","0","8"
"2007","Bay St. George District, RCMP","Police Region","","total_cleared","463","0","0","0","0","0","0","0","1","14","0","0","0","57","220","5","0","0","0","4","0","0","18","105","29","10","504","67","9","14","0","11","2","2","0","0","135","86","11","38","30","0","0","245","2","247","0","7","5","0","0","0","110","99","57","1","2","34","5","31","3","5","0","0","2","3","87","65","1","2","61","0","1","0","0","0","22","0","1","6","0","0","4","6","5","0","0","0","0","0","72","25","2","0","12","0","3","9","21","0","0","0","0","0","0","7","0","0","0","14"
"2007","Grand Falls-Windsor District, RCMP","Police Region","","total_cleared","406","0","0","0","0","0","0","0","0","28","0","0","1","37","190","5","0","1","0","3","0","0","9","106","25","1","335","49","14","6","0","1","2","2","0","0","97","75","1","21","15","0","0","152","0","148","0","4","3","0","0","1","79","53","36","0","0","13","4","11","1","2","1","0","0","0","70","60","1","1","58","0","0","0","0","0","10","0","0","4","0","0","6","0","0","0","0","0","0","0","53","29","2","5","5","2","0","4","6","0","0","0","0","0","0","4","0","0","0","2"
"2007","Gander-Lewisporte District, RCMP","Police Region","","total_cleared","309","0","0","0","0","0","0","0","0","20","0","0","0","30","153","5","0","0","2","2","2","0","2","71","20","2","287","43","9","8","0","1","1","1","0","0","78","53","1","24","18","0","0","127","3","117","0","3","1","0","0","0","37","53","34","0","2","11","6","24","2","0","2","0","0","2","95","77","0","0","68","0","9","0","0","0","18","0","0","7","0","0","4","3","4","0","0","0","0","0","78","37","1","5","8","4","3","8","12","0","0","3","0","0","0","2","0","0","0","7"
"2007","Clarenville-Bonavista District, RCMP","Police Region","","total_cleared","176","0","0","0","0","0","0","0","0","12","0","0","0","15","86","1","0","0","1","0","0","1","2","49","5","4","100","9","6","5","0","1","3","3","0","0","23","20","1","2","13","0","0","40","1","82","0","3","2","0","0","0","23","50","28","0","0","17","5","6","1","3","0","0","0","0","59","46","0","1","42","0","2","0","1","0","13","0","1","2","0","0","6","2","2","0","0","0","0","0","38","15","2","2","4","5","1","1","8","0","0","2","0","1","0","2","0","0","0","3"
"2007","Burin Peninsula District, RCMP","Police Region","","total_cleared","253","0","0","0","0","0","1","1","0","6","0","0","0","28","126","1","0","0","2","0","0","0","4","59","25","0","236","37","2","6","0","1","0","0","0","0","44","38","1","5","8","0","0","138","1","101","0","2","0","0","0","0","39","47","33","0","0","13","1","13","1","2","1","0","2","0","47","36","1","1","34","0","0","0","0","0","11","0","0","5","0","0","3","3","0","0","0","0","0","0","31","9","1","1","7","2","0","4","7","0","0","1","0","0","0","5","0","0","0","1"
"2007","Placentia-Whitbourne District, RCMP","Police Region","","total_cleared","140","0","0","0","0","0","0","0","0","2","0","0","0","14","66","1","0","0","1","2","0","0","1","45","8","0","59","13","0","1","0","0","0","0","0","0","12","10","0","2","2","0","0","31","0","44","0","2","1","0","0","0","12","26","15","0","1","9","1","4","1","0","1","0","0","0","34","32","0","0","32","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","6","3","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2007","Trinity-Conception District, RCMP","Police Region","","total_cleared","387","0","0","0","0","0","0","0","0","29","0","0","0","34","163","1","0","1","2","3","0","1","9","113","26","5","267","36","8","9","0","2","1","1","0","0","63","56","2","5","18","0","0","131","1","149","0","1","1","0","0","0","73","50","30","0","0","14","6","25","1","3","0","0","2","0","62","53","1","0","49","0","3","0","0","0","9","0","1","0","0","0","1","2","5","0","0","0","0","0","27","17","0","2","2","1","0","2","3","0","0","0","0","0","0","0","0","0","0","3"
"2007","Avalon East District, RCMP","Police Region","","total_cleared","152","0","0","0","0","0","0","0","0","6","0","0","2","17","70","5","1","0","0","1","0","1","4","34","9","2","116","17","5","1","0","0","0","0","0","0","26","22","0","4","11","0","0","55","1","60","1","5","4","0","0","0","18","32","19","0","0","11","2","4","0","2","0","0","0","0","39","31","0","0","30","0","1","0","0","0","8","0","0","0","0","0","2","1","5","0","0","0","0","0","13","7","0","0","2","0","0","1","3","0","0","0","0","0","0","3","0","0","0","0"
"2008","Labrador West, R.N.C.","Police Region","","total_cleared","61","0","0","0","0","0","0","0","0","4","0","0","0","6","38","1","1","1","0","0","0","0","0","9","0","1","31","5","0","1","0","0","1","0","0","1","5","2","0","3","7","0","0","12","0","41","0","0","0","0","0","0","0","41","19","0","2","17","2","0","0","0","0","0","0","0","22","19","0","0","17","0","2","0","0","0","3","0","0","0","0","0","0","0","2","1","0","0","0","0","18","6","1","1","1","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","Corner Brook, R.N.C.","Police Region","The Corner Brook RNC region includes the municipality of Corner Brook only.","total_cleared","117","0","0","0","0","0","0","0","0","6","0","0","2","19","56","6","0","0","2","0","0","0","0","26","0","0","179","12","4","4","0","5","7","2","0","5","106","33","5","68","10","0","0","35","1","89","0","1","0","0","0","0","3","84","43","1","7","17","16","1","1","0","0","0","0","0","38","34","0","0","34","0","0","0","0","0","4","0","0","1","0","0","1","0","2","0","0","0","0","0","57","31","0","3","9","2","0","12","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","Northeast Avalon R.N.C","Police Region","","total_cleared","1271","1","0","1","0","0","0","0","0","19","0","0","4","188","612","52","2","0","39","7","0","1","19","313","13","1","1395","106","55","29","1","11","8","6","1","1","764","151","11","602","213","0","0","215","5","568","10","21","19","0","0","0","27","446","264","8","32","88","52","64","5","14","2","9","0","21","378","308","0","4","282","4","16","0","2","0","70","1","2","10","0","0","14","8","33","2","0","0","0","0","133","29","5","7","26","17","3","38","8","0","0","0","0","0","0","6","0","0","0","2"
"2008","Labrador District, RCMP","Police Region","","total_cleared","900","0","0","0","0","0","0","2","1","59","1","0","8","125","525","19","0","1","5","14","0","0","6","107","23","4","2641","127","15","30","0","1","1","0","0","1","105","77","1","27","16","0","0","2343","4","1070","0","9","6","0","0","1","697","333","211","19","12","73","14","30","2","14","0","0","3","0","99","85","0","2","83","0","0","0","0","0","14","0","0","3","0","0","4","0","7","0","0","0","0","0","233","19","2","0","19","0","3","43","147","0","0","0","0","0","0","0","0","1","0","146"
"2008","Northern Peninsula District, RCMP","Police Region","","total_cleared","97","0","0","0","0","0","0","0","0","3","2","0","1","6","53","1","0","0","0","2","0","0","0","26","2","1","35","12","0","1","0","0","1","1","0","0","8","4","0","4","2","0","0","11","0","43","0","1","1","0","0","0","10","17","7","0","2","6","2","15","1","3","2","0","1","0","28","17","0","0","17","0","0","0","0","0","11","0","1","9","0","0","1","0","0","0","0","0","0","0","14","7","0","1","0","1","1","1","3","0","0","0","0","0","0","2","0","0","0","1"
"2008","Deer Lake District, RCMP","Police Region","","total_cleared","295","0","0","0","0","0","0","0","0","20","0","0","4","25","141","1","0","0","0","1","2","0","6","75","13","7","189","17","4","4","0","2","2","2","0","0","33","29","2","2","12","0","0","117","0","122","0","3","3","0","0","0","46","56","22","0","2","24","8","17","2","2","0","0","3","1","82","64","0","0","55","7","2","0","0","0","18","0","1","4","0","0","4","4","3","0","0","0","1","1","61","30","1","4","16","0","1","2","7","0","0","2","0","1","0","3","0","0","0","1"
"2008","Bay St. George District, RCMP","Police Region","","total_cleared","444","1","1","0","0","0","0","0","0","16","1","0","3","46","196","6","0","0","1","4","0","0","10","114","41","5","405","49","14","6","0","2","2","2","0","0","103","54","2","47","16","0","0","213","2","286","0","3","1","0","1","0","132","121","78","0","2","33","7","29","2","6","0","0","2","3","98","84","2","2","73","2","5","0","0","0","14","0","0","4","0","0","6","1","3","0","0","0","0","0","89","31","0","2","12","2","2","15","25","0","0","0","0","0","0","9","0","1","0","15"
"2008","Grand Falls-Windsor District, RCMP","Police Region","","total_cleared","386","0","0","0","0","0","0","0","0","18","0","0","0","30","212","2","0","1","1","2","0","0","6","86","23","5","350","53","4","5","0","9","1","1","0","0","90","54","9","27","23","0","0","174","0","202","0","11","3","0","1","0","97","79","55","0","8","14","2","14","1","0","0","0","3","0","70","65","0","1","59","3","2","0","0","0","5","0","0","3","0","0","1","1","0","0","0","0","0","0","45","21","1","2","5","0","1","9","6","0","0","0","0","1","0","3","0","0","0","2"
"2008","Gander-Lewisporte District, RCMP","Police Region","","total_cleared","360","2","2","0","0","0","0","0","0","22","0","0","0","25","171","7","0","0","2","2","0","0","9","76","29","15","268","32","7","5","0","1","0","0","0","0","70","34","1","35","20","0","0","132","2","108","2","7","2","0","0","0","20","67","44","1","3","13","6","12","4","2","1","0","0","0","85","73","0","0","66","3","4","0","0","0","12","0","0","6","0","0","2","1","3","0","0","0","0","0","58","31","0","1","2","0","1","6","17","1","0","7","0","0","0","0","0","1","0","8"
"2008","Clarenville-Bonavista District, RCMP","Police Region","","total_cleared","249","1","1","0","0","0","0","0","0","21","0","0","1","19","121","0","0","0","1","2","0","0","4","67","10","2","156","32","6","3","0","2","1","0","0","1","35","21","2","12","15","0","0","63","1","70","0","0","0","0","1","0","28","31","15","0","2","8","6","10","0","4","0","0","0","0","39","26","0","0","20","0","6","0","0","0","13","0","0","3","0","0","3","3","4","0","0","0","0","0","30","10","3","0","11","2","0","3","1","0","0","0","0","0","0","1","0","0","0","0"
"2008","Burin Peninsula District, RCMP","Police Region","","total_cleared","254","0","0","0","0","0","0","0","0","9","0","0","2","20","116","3","2","0","2","1","0","0","6","60","28","5","227","19","4","3","0","2","1","1","0","0","37","22","2","13","8","0","0","155","0","114","0","5","2","0","0","0","47","49","26","0","4","16","3","13","2","4","1","0","1","0","62","39","1","0","36","0","2","0","0","0","23","0","1","8","0","0","2","7","5","0","0","0","0","0","58","15","3","2","12","4","3","11","8","0","0","1","0","0","0","5","0","0","0","2"
"2008","Placentia-Whitbourne District, RCMP","Police Region","","total_cleared","139","0","0","0","0","0","0","0","0","5","0","0","0","17","57","1","0","0","0","4","0","0","2","38","11","4","92","11","5","4","0","1","0","0","0","0","20","17","1","2","5","0","0","45","2","49","1","0","0","0","0","0","25","19","13","0","0","2","3","4","0","1","0","0","0","0","30","28","0","0","28","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","17","10","1","0","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"2008","Trinity-Conception District, RCMP","Police Region","","total_cleared","408","0","0","0","0","0","0","0","0","19","0","0","2","38","182","4","0","5","1","0","0","0","13","106","37","1","304","35","11","6","0","3","1","1","0","0","51","32","3","16","23","0","0","177","0","159","0","4","4","0","0","0","66","61","38","2","0","16","4","28","1","5","1","0","3","0","86","63","0","0","58","2","2","0","1","0","23","0","0","11","0","0","2","8","2","0","0","0","0","0","23","7","0","2","2","2","2","4","4","0","0","0","0","0","0","3","0","0","0","1"
"2008","Avalon East District, RCMP","Police Region","","total_cleared","173","0","0","0","0","0","2","0","0","8","0","0","2","12","81","4","0","0","1","3","0","0","5","46","6","3","113","35","0","4","0","0","0","0","0","0","17","13","0","4","7","0","0","50","0","76","2","3","2","0","0","0","25","36","24","0","0","10","2","10","5","0","1","0","0","0","59","48","2","1","41","0","4","0","0","0","11","0","0","1","0","0","4","0","6","0","0","0","0","0","27","15","1","0","2","1","0","4","4","0","0","0","0","0","0","1","0","1","0","2"
"2009","Labrador West, R.N.C.","Police Region","","total_cleared","43","0","0","0","0","0","0","0","0","2","0","0","0","2","20","2","2","0","3","0","0","0","2","8","0","2","38","1","0","1","0","1","0","0","0","0","20","9","1","10","2","0","0","14","0","36","0","0","0","0","0","0","2","34","19","0","2","12","0","0","0","0","0","0","0","0","24","22","0","0","20","1","1","0","0","0","2","0","1","0","0","0","0","0","1","0","0","0","0","0","8","4","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"2009","Corner Brook, R.N.C.","Police Region","The Corner Brook RNC region includes the municipality of Corner Brook only.","total_cleared","146","0","0","0","0","0","0","0","0","9","0","0","0","14","83","6","1","0","2","1","0","0","1","25","4","0","218","14","1","5","0","4","4","1","0","3","141","25","4","112","26","0","0","27","0","73","0","1","1","0","1","0","6","60","28","2","2","7","21","5","1","0","2","2","0","0","34","29","0","0","27","0","2","0","0","0","5","0","1","0","0","0","3","0","1","0","0","0","0","0","75","23","3","2","5","1","0","40","1","0","0","0","0","0","0","1","0","0","0","0"
"2009","Northeast Avalon R.N.C","Police Region","","total_cleared","1235","0","0","0","0","0","0","0","1","15","0","0","9","165","596","68","2","1","32","13","0","0","29","289","11","4","1583","92","34","26","1","14","17","6","1","10","1017","144","14","859","210","0","0","178","9","713","2","25","19","3","3","15","31","563","357","11","37","104","54","74","5","15","1","21","0","26","436","361","0","3","311","9","30","4","3","0","75","2","0","6","0","1","6","4","55","1","0","0","0","0","134","26","6","7","16","18","8","29","24","0","0","0","0","0","0","23","0","0","0","1"
"2009","Labrador District, RCMP","Police Region","","total_cleared","1006","0","0","0","0","0","0","0","1","50","8","1","13","132","591","47","0","0","5","19","0","0","4","109","17","10","2391","125","12","27","0","1","4","3","0","1","97","76","1","20","10","0","0","2112","4","955","0","10","5","0","0","0","656","241","139","13","4","69","16","48","1","14","1","2","2","0","91","75","0","1","74","0","0","0","0","0","16","0","2","5","0","0","1","0","8","0","0","0","0","0","144","18","2","1","11","2","2","12","96","0","0","0","0","0","0","0","0","0","0","96"
"2009","Northern Peninsula District, RCMP","Police Region","","total_cleared","112","0","0","0","0","1","0","0","0","3","0","0","0","12","55","3","2","0","1","1","0","0","3","29","2","0","43","7","0","1","0","0","0","0","0","0","9","8","0","1","2","0","0","23","1","41","0","2","1","0","0","0","17","16","11","0","0","5","0","6","1","2","0","0","0","0","28","20","0","0","17","1","2","0","0","0","8","0","0","2","0","0","0","3","3","0","0","0","0","0","32","11","0","1","6","1","1","1","11","0","0","10","0","0","0","0","0","0","0","1"
"2009","Deer Lake District, RCMP","Police Region","","total_cleared","235","0","0","0","0","0","0","0","0","17","1","0","1","17","119","5","0","1","0","3","0","0","4","52","15","0","194","15","5","8","0","2","1","1","0","0","32","29","2","1","14","0","0","119","0","81","0","10","10","0","0","0","32","29","14","0","1","11","3","10","0","1","0","2","0","0","56","45","0","2","34","4","3","0","2","0","11","0","0","2","0","0","2","0","7","0","0","0","0","0","126","28","1","4","21","2","2","2","66","0","0","59","0","0","0","4","0","1","0","2"
"2009","Bay St. George District, RCMP","Police Region","","total_cleared","481","1","1","0","0","0","0","0","0","21","2","0","2","52","222","8","0","0","0","4","0","0","10","124","35","0","350","54","14","6","0","1","2","2","0","0","99","73","1","25","19","0","0","153","3","281","0","8","6","0","1","0","102","137","102","2","0","27","6","33","3","8","0","2","1","0","84","66","0","0","63","2","0","1","0","0","18","0","1","3","0","0","3","5","6","0","0","0","0","0","65","13","0","1","13","3","1","15","19","0","0","1","0","0","0","4","0","1","0","13"
"2009","Grand Falls-Windsor District, RCMP","Police Region","","total_cleared","375","0","0","0","0","0","0","0","1","6","3","0","2","33","211","2","0","0","4","1","1","0","4","86","18","3","416","46","6","6","0","3","0","0","0","0","90","53","3","34","33","0","0","233","2","231","0","8","5","0","0","0","114","93","64","0","3","23","3","16","1","2","0","1","1","1","52","39","0","1","35","2","1","0","0","0","13","0","2","8","0","0","0","1","2","0","0","0","0","0","41","14","2","0","5","4","2","11","3","0","0","0","0","0","0","1","0","0","0","2"
"2009","Gander-Lewisporte District, RCMP","Police Region","","total_cleared","365","0","0","0","0","0","0","0","0","21","4","1","1","35","162","8","0","2","3","2","0","0","3","91","25","8","273","27","4","7","0","6","2","2","0","0","62","43","6","13","26","0","0","142","3","140","0","8","4","0","1","0","37","82","48","0","5","23","6","12","4","1","3","0","1","0","87","71","0","0","59","6","5","1","0","0","16","0","1","5","0","0","3","5","1","0","0","0","0","0","47","19","0","1","3","0","1","7","16","0","0","10","0","0","0","1","0","1","0","4"
"2009","Clarenville-Bonavista District, RCMP","Police Region","","total_cleared","169","0","0","0","0","0","0","0","0","6","0","0","0","15","77","1","0","0","0","0","0","0","3","47","16","4","149","19","5","5","0","1","1","1","0","0","33","28","1","4","11","0","0","74","1","84","3","5","3","0","0","0","32","34","16","0","2","14","2","10","0","2","1","1","0","0","58","42","0","0","37","1","3","0","0","0","16","1","0","5","0","0","3","0","7","0","0","0","0","0","25","12","2","2","2","2","0","3","2","0","0","0","0","0","0","0","0","0","0","2"
